Listing ID,Listing Name,Host ID,Host Name,Host Since,Host Response Time,Host Response Rate,Is Superhost,neighbourhood,Neighborhood Group,City,Postal Code,Country Code,Country,Latitude,Longitude,Is Exact Location,Property Type,Room Type,Accomodates,Bathrooms,Bedrooms,Beds,Square Feet,Guests Included,Min Nights,Reviews,First Review,Last Review,Overall Rating,Accuracy Rating,Cleanliness Rating,Checkin Rating,Communication Rating,Location Rating,Value Rating,Instant Bookable,Business Travel Ready,Price
24239381,*,9465973,Reitt,3/11/2013,,,f,Steglitz,Steglitz - Zehlendorf,Berlin,12167,DE,Germany,52.41791,13.35219,t,Apartment,Private room,2,1,1,1,,1,5,3,27/2/2018,25/9/2018,,,,,,,,f,f,30
3229108,*,11243267,Ania,1/2/2014,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10963,DE,Germany,52.49799,13.38394,t,Apartment,Private room,4,1.5,1,2,,2,4,2,5/8/2015,16/11/2015,80,9,6,10,10,10,10,f,f,35
34344286,*,87296554,Wen Qa,12/8/2016,within a day,100%,f,Prenzlauer Berg,Pankow,Berlin,10405,DE,Germany,52.53276,13.42496,f,Apartment,Entire home/apt,2,1,1,1,,1,7,0,,,,,,,,,,f,f,30
11835933,*,1054490,Maruol,2/1/2012,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10245,DE,Germany,52.49628,13.46505,t,Apartment,Private room,2,1,1,1,,1,3,0,,,,,,,,,,f,f,30
25874557,*,146843468,Salona,1/9/2017,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10245,DE,Germany,52.5096,13.45957,t,Apartment,Private room,2,1,1,1,,1,4,6,16/6/2018,2/10/2018,100,10,10,10,10,10,10,f,f,39
22622407,*,53053327,Sulian,7/12/2015,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12051,DE,Germany,52.47162,13.42433,f,Apartment,Entire home/apt,3,1,0,2,,1,2,0,,,,,,,,,,f,f,65
802749,*,3053153,Jaseprichprs,11/11/2012,,,f,Prenzlauer Berg,Pankow,Berlin,10437,DE,Germany,52.54182,13.42213,f,Apartment,Entire home/apt,3,1,2,2,,1,21,2,24/5/2013,24/6/2015,100,10,10,10,10,10,10,f,f,45
19030178,*,124309120,Mersice,17/5/2017,within an hour,100%,f,Alt-Treptow,Treptow - KÃ¶penick,Berlin,12435,DE,Germany,52.49532,13.45261,f,Apartment,Private room,2,1,1,1,,1,6,1,20/7/2017,29/7/2017,100,10,10,10,10,10,10,t,f,22
14095593,*,79091001,Sebastian,5/5/2016,,,f,Prenzlauer Berg,Pankow,Berlin,10437,DE,Germany,52.54784,13.40069,t,Apartment,Entire home/apt,4,1,1,2,,2,*,9,21/5/2017,3/11/2018,97,10,9,9,10,10,10,f,f,70
19923113,*,49053218,Yaskin,1/11/2015,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10961,DE,Germany,52.49046,13.39376,t,Apartment,Private room,2,1,1,1,,1,1,2,1/11/2017,27/12/2017,100,10,10,10,10,9,10,f,f,40
24946992,*,175123505,Chaonia,24/2/2018,within a few hours,92%,t,NeukÃ¶lln,NeukÃ¶lln,Berlin,12051,DE,Germany,52.4654,13.43751,t,Apartment,Private room,2,1,1,1,,2,2,59,26/5/2018,12/5/2019,96,10,10,10,10,10,9,f,f,66
21403999,*,119725154,Hanis,21/2/2017,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12059,DE,Germany,52.48577,13.44901,t,Apartment,Entire home/apt,2,1,1,1,,1,2,0,,,,,,,,,,f,f,84
11778729,*,1331581,Lellisa,30/11/2011,within an hour,100%,f,Mitte,Mitte,Berlin,10119,DE,Germany,52.53336,13.40053,t,Apartment,Entire home/apt,5,1,2,2,,2,6,70,18/4/2016,22/4/2018,94,9,9,10,10,10,9,t,f,100
24394163,*,93132683,Maris,2/8/2016,,,f,Wedding,Mitte,Berlin,13355,DE,Germany,52.54245,13.39459,t,Apartment,Private room,2,1.5,1,1,,1,2,0,,,,,,,,,,f,f,55
20896673,*,53656984,Marte,18/10/2017,within a day,87%,f,Prenzlauer Berg,Pankow,Berlin,10437,DE,Germany,52.54118,13.41519,f,Apartment,Entire home/apt,3,1,1,2,,2,3,19,17/1/2018,16/10/2018,83,9,10,9,9,10,8,f,f,85
22992306,*,42132929,Christina,2/8/2015,within an hour,100%,t,Mitte,Mitte,Berlin,10435,DE,Germany,52.53811,13.40388,t,Apartment,Private room,4,1,1,2,,1,7,44,28/2/2018,2/3/2019,97,10,10,10,10,10,9,f,f,40
18166611,*,958335,Dydie,11/11/2012,within a few hours,100%,t,Moabit,Mitte,Berlin,10553,DE,Germany,52.52672,13.3192,t,Apartment,Entire home/apt,5,1,2,4,,2,7,80,5/4/2017,19/2/2019,97,10,10,10,10,9,10,f,f,120
20239599,*,2403280,Car,13/6/2012,within an hour,100%,f,Wedding,Mitte,Berlin,13359,DE,Germany,52.55833,13.38815,t,Apartment,Entire home/apt,4,1,2,2,,2,2,5,26/9/2017,11/4/2019,86,9,7,10,9,9,8,t,f,45
16018266,*,37671599,Nichue,13/6/2015,,,f,Hansaviertel,Mitte,Berlin,10555,DE,Germany,52.52104,13.33426,t,Other,Private room,4,1.5,1,2,,1,14,2,7/6/2017,7/7/2017,90,9,9,10,9,10,9,t,f,60
32386665,*,32714580,Brince,26/4/2015,within an hour,100%,f,Westend,Charlottenburg-Wilm.,Berlin,14059,DE,Germany,52.51467,13.29454,f,Apartment,Entire home/apt,3,1,1,2,,2,1,10,4/4/2019,9/5/2019,99,10,10,10,10,10,10,f,f,96
11179161,*,33603080,Reutha,12/5/2015,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12059,DE,Germany,52.4842,13.44542,t,Apartment,Entire home/apt,3,1,1,1,,1,1,0,,,,,,,,,,f,f,75
21157104,*,41446113,Anmina,5/9/2015,within a day,100%,f,Rummelsburg,Lichtenberg,Berlin,10317,DE,Germany,52.50779,13.4833,f,Apartment,Entire home/apt,3,1,2,3,,2,2,26,18/11/2017,13/5/2019,98,10,10,9,10,9,10,f,f,89
19428721,*,136841381,Lane,16/7/2017,within an hour,90%,f,Tiergarten,Mitte,Berlin,10785,DE,Germany,52.50098,13.36618,f,Apartment,Entire home/apt,3,1,0,2,,2,4,28,20/5/2017,2/5/2019,88,9,9,10,10,9,9,t,f,35
9458862,*,49788749,Hotar,12/11/2015,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12049,DE,Germany,52.47788,13.42266,f,House,Private room,1,1,1,1,,1,1,0,,,,,,,,,,f,f,31
18565859,*,12341458,Gvengyuse,24/9/2014,,,f,Nikolassee,Steglitz - Zehlendorf,Berlin,14129,DE,Germany,52.42959,13.2932,f,Apartment,Entire home/apt,2,1,1,1,,1,2,37,7/3/2017,18/12/2018,96,10,10,10,10,9,10,f,f,38
15172515,*,1525629,Michaela,4/2/2012,within an hour,100%,t,Charlottenburg,Charlottenburg-Wilm.,Berlin,14057,DE,Germany,52.5071,13.29608,t,Apartment,Private room,2,1,1,1,,1,1,127,25/4/2016,28/4/2019,98,10,10,10,10,10,10,t,f,45
27780839,*,1567909,Nacha,22/9/2011,within a few hours,100%,f,Prenzlauer Berg,Pankow,Berlin,10439,DE,Germany,52.5493,13.41475,t,Apartment,Entire home/apt,2,1,1,1,,1,3,6,10/7/2018,15/1/2019,100,10,9,10,10,10,10,t,f,45
33843560,*,61058060,Felitia,27/3/2016,within an hour,100%,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10249,DE,Germany,52.52125,13.44517,t,Apartment,Private room,2,1,1,1,,1,2,2,29/4/2019,29/4/2019,80,7,8,9,8,10,9,t,f,50
6677995,*,33904675,Nauklsan  Spd,22/4/2015,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10969,DE,Germany,52.49975,13.41694,t,Apartment,Private room,2,2,1,1,,1,1,1,26/5/2015,14/6/2015,80,8,6,8,8,8,8,t,f,40
5130576,*,20170602,Marcel,21/8/2014,within a day,100%,t,Prenzlauer Berg,Pankow,Berlin,10405,DE,Germany,52.53545,13.42826,t,Apartment,Entire home/apt,2,1,1,2,,1,30,1,30/10/2015,2/10/2017,100,10,10,10,10,10,10,f,f,75
1156912,*,6689077,Janna,26/7/2013,within a few hours,100%,f,Prenzlauer Berg,Pankow,Berlin,10437,DE,Germany,52.54809,13.40634,t,Apartment,Entire home/apt,4,1,1,3,,2,1,106,19/7/2013,27/4/2019,97,10,7,10,10,10,8,f,f,70
1180195,*,295989,Ras,15/3/2011,within a day,100%,f,Mitte,Mitte,Berlin,10435,DE,Germany,52.53698,13.41711,t,Apartment,Entire home/apt,4,1.5,3,3,,6,3,30,3/1/2013,29/4/2019,91,9,9,9,9,10,9,f,f,105
14154440,*,16632764,Hoh¯ana,19/6/2014,within an hour,100%,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10245,DE,Germany,52.50769,13.46468,t,Apartment,Entire home/apt,3,1,0,2,,1,2,7,21/10/2016,27/4/2019,100,9,9,9,10,10,9,t,f,47
18289479,*,93303889,Sobert,21/8/2016,a few days or more,0%,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10967,DE,Germany,52.49992,13.41908,f,Apartment,Private room,2,1,1,1,,1,1,6,27/8/2018,26/7/2018,91,10,8,10,9,10,10,t,f,40
34134806,*,258905371,Fidrin,11/4/2019,within a day,*,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10245,DE,Germany,52.5057,13.45202,t,Apartment,Entire home/apt,3,1,1,2,,2,1,0,,,,,,,,,,f,f,80
21739036,*,71532522,Jannefer,3/6/2016,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10997,DE,Germany,52.49331,13.44349,f,Apartment,Private room,2,1,1,2,,1,5,4,30/1/2018,26/1/2018,100,10,10,10,10,10,10,f,f,56
28471314,*,3402073,Antolie,22/8/2012,within a day,100%,f,Prenzlauer Berg,Pankow,Berlin,10439,DE,Germany,52.55301,13.40105,f,Apartment,Private room,2,1,1,1,,1,1,10,29/8/2017,12/4/2018,98,10,10,10,10,9,10,f,f,29
16751433,*,54133452,Tugflower Hostel,10/1/2015,within an hour,99%,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10243,DE,Germany,52.50871,13.44536,t,Hostel,Private room,2,1,1,2,,1,1,18,8/2/2017,7/5/2019,90,9,9,10,10,9,9,t,f,40
32239169,*,173173553,Claud,2/3/2018,within an hour,100%,t,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10963,DE,Germany,52.49516,13.38267,t,Apartment,Private room,2,1.5,1,1,,1,4,49,22/2/2018,21/4/2019,97,10,10,10,10,10,9,f,f,55
6975520,*,18393002,Pater Sanfcnrxatse,10/7/2014,,,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,Berlin,10777,DE,Germany,52.49791,13.35633,t,Apartment,Entire home/apt,3,1,1,1,,1,1,1,27/3/2015,10/3/2015,80,8,8,10,10,8,6,f,f,43
3504445,*,13202868,Katharina,20/12/2014,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10967,DE,Germany,52.48887,13.39509,t,Apartment,Entire home/apt,3,1,1,2,,1,5,3,7/7/2015,31/8/2016,100,10,10,10,10,10,10,f,f,58
26468942,*,15491764,Fariz,2/5/2014,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12051,DE,Germany,52.46558,13.42624,f,Apartment,Private room,3,1,1,2,,1,3,4,24/8/2018,28/2/2018,93,9,9,10,10,9,8,f,f,24
6186296,*,9831202,J.,21/10/2013,within a few hours,88%,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10997,DE,Germany,52.50019,13.44108,t,Loft,Entire home/apt,4,1,2,2,,2,7,7,23/2/2015,27/3/2019,95,10,9,10,10,10,10,f,f,60
7411343,*,31258881,Michael,20/5/2015,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10999,DE,Germany,52.49544,13.4218,t,Apartment,Private room,3,1,1,1,,1,1,0,,,,,,,,,,f,f,45
276322,*,2091051,Sophia,14/5/2012,within a day,100%,t,Charlottenburg,Charlottenburg-Wilm.,Berlin,10629,DE,Germany,52.50243,13.31268,t,Apartment,Private room,2,1,1,1,415,1,1,284,28/10/2011,13/5/2019,98,10,10,10,10,10,10,f,f,35
33529950,*,41821706,Julian,9/8/2015,within an hour,100%,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10247,DE,Germany,52.51814,13.45275,t,Apartment,Entire home/apt,2,1,0,1,,1,1,3,8/4/2019,12/5/2019,100,10,10,10,10,10,10,t,f,109
32917520,*,104540495,Semanina,7/11/2016,within an hour,100%,t,KÃ¶penick,Treptow - KÃ¶penick,Berlin,*,DE,Germany,52.46148,13.58439,t,Bed and breakfast,Private room,1,1,1,1,,1,14,0,,,,,,,,,,t,f,17
224850,*,973921,Di.as,20/6/2011,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12053,DE,Germany,52.4802,13.42951,f,Apartment,Private room,2,1,1,1,,1,3,8,22/10/2010,26/11/2016,95,10,9,10,10,10,10,f,f,30
27166925,*,63730470,Walana,19/2/2016,a few days or more,20%,f,Halensee,Charlottenburg-Wilm.,Berlin,10711,DE,Germany,52.49903,13.29688,t,Apartment,Entire home/apt,4,2,2,3,,1,7,0,,,,,,,,,,f,f,100
20916262,*,216193022,Claryis,5/8/2018,within a day,50%,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12043,DE,Germany,52.4861,13.42904,f,Apartment,Private room,3,1,1,1,,1,4,8,21/10/2017,6/4/2019,96,10,9,10,10,10,10,f,f,20
9598423,*,51599969,TRIO Apartment Hotel,26/9/2015,within an hour,100%,f,Marzahn,Marzahn - Hellersdorf,Berlin,*,DE,Germany,52.51845,13.52599,f,Serviced apartment,Entire home/apt,2,1,1,1,,1,1,30,23/11/2016,24/4/2019,92,9,9,10,10,9,9,t,f,50
1941966,*,41401727,Katharina,19/8/2015,within an hour,100%,f,Charlottenburg,Charlottenburg-Wilm.,Berlin,10587,DE,Germany,52.51954,13.32037,t,Apartment,Entire home/apt,4,1,2,3,,3,3,136,27/6/2015,2/5/2019,97,10,10,10,10,9,10,t,f,99
23932468,*,64126676,Maryus,20/4/2014,within an hour,100%,f,Moabit,Mitte,Berlin,10555,DE,Germany,52.52212,13.3377,t,Apartment,Private room,2,1,1,1,,1,7,3,15/4/2018,19/2/2019,100,10,10,10,10,10,10,t,f,30
22831150,*,33381606,Phurippe,5/11/2014,within a day,100%,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12053,DE,Germany,52.48159,13.42743,f,Apartment,Entire home/apt,3,1,1,2,,2,3,6,30/4/2018,22/4/2019,95,10,9,10,9,10,9,f,f,75
29192610,*,3203340,Machel,17/8/2012,within an hour,100%,f,Wedding,Mitte,Berlin,13347,DE,Germany,52.54709,13.3621,f,Apartment,Private room,2,1,1,1,,1,2,8,12/10/2018,13/5/2019,93,10,9,9,9,9,9,f,f,45
20439715,*,20373052,Johan,6/8/2014,within an hour,100%,t,NeukÃ¶lln,NeukÃ¶lln,Berlin,12049,DE,Germany,52.4734,13.42155,t,Apartment,Private room,4,1,1,3,,1,2,2,6/7/2018,11/3/2019,100,10,9,10,10,9,10,t,f,33
20667270,*,16279558,Maiisa,27/5/2014,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12051,DE,Germany,52.46911,13.43082,t,Apartment,Private room,3,2,2,3,,2,3,6,23/11/2017,15/7/2018,95,10,9,10,10,10,10,f,f,71
27049630,*,201446821,Oler,29/7/2018,within a few hours,100%,t,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10961,DE,Germany,52.49068,13.3925,t,Apartment,Entire home/apt,4,1.5,2,2,,4,3,13,29/10/2018,22/4/2019,99,10,10,10,10,10,10,f,f,190
20750288,*,27777216,Isgelico,19/2/2015,within an hour,100%,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,Berlin,10825,DE,Germany,52.48983,13.34611,t,Apartment,Entire home/apt,3,1,1,1,,1,3,9,11/9/2017,10/10/2018,96,10,10,10,10,10,9,f,f,30
24139694,*,1512118,Max,10/10/2011,within an hour,100%,t,NeukÃ¶lln,NeukÃ¶lln,Berlin,12051,DE,Germany,52.46768,13.42374,t,Apartment,Entire home/apt,4,1,3,2,,4,3,33,30/3/2018,6/5/2019,99,10,10,10,10,9,10,f,f,69
32316891,*,5547535,Care,27/3/2013,within a few hours,100%,f,Mitte,Mitte,Berlin,10119,DE,Germany,52.52627,13.40626,t,Serviced apartment,Entire home/apt,2,1,1,1,,2,7,2,16/4/2019,7/4/2019,100,10,10,10,10,9,8,f,f,100
19045956,*,1686897,Sarpha,25/4/2012,within an hour,100%,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10999,DE,Germany,52.49423,13.42996,t,Apartment,Entire home/apt,2,1,2,2,,2,5,55,10/2/2017,8/5/2019,90,10,10,9,9,10,9,t,f,88
20681904,*,8673127,Levin,27/7/2013,,,f,Wedding,Mitte,Berlin,13349,DE,Germany,52.55384,13.34636,f,Apartment,Entire home/apt,2,1,1,1,,2,3,0,,,,,,,,,,t,f,25
3554006,*,4609010,Marselde,16/4/2013,within a day,93%,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,Berlin,10827,DE,Germany,52.4873,13.35138,t,Apartment,Entire home/apt,5,1,2,3,,1,1,141,21/5/2014,15/4/2019,91,10,9,10,9,9,9,f,f,89
25585687,*,143509182,Eillev,23/5/2017,within an hour,100%,f,KÃ¶penick,Treptow - KÃ¶penick,Berlin,*,DE,Germany,52.46139,13.5252,t,Townhouse,Entire home/apt,6,3,3,6,,1,7,1,3/4/2019,2/1/2019,100,10,10,10,10,10,10,t,f,99
3032893,*,14800337,Stefanie,14/2/2014,,,f,Prenzlauer Berg,Pankow,Berlin,10405,DE,Germany,52.53399,13.42791,t,Apartment,Private room,2,1,1,1,,1,3,11,3/1/2015,1/6/2016,80,9,9,9,9,9,9,f,f,28
14874371,*,13864516,Johan,11/4/2014,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10245,DE,Germany,52.51094,13.45421,t,Apartment,Private room,2,1,1,1,,2,25,2,5/5/2018,29/7/2018,90,10,10,10,10,8,9,f,f,50
7780527,*,31539136,Jonas,2/5/2015,,,f,Wedding,Mitte,Berlin,13353,DE,Germany,52.54336,13.35577,t,Condominium,Entire home/apt,2,1,1,1,,2,1,1,2/1/2016,4/1/2015,100,10,10,10,10,10,10,f,f,39
30143335,*,211928382,Naull,12/11/2018,within a few hours,90%,t,Tiergarten,Mitte,Berlin,10785,DE,Germany,52.50032,13.36648,t,Apartment,Entire home/apt,2,1,1,2,,2,1,1,21/12/2018,10/12/2018,100,10,10,10,10,10,10,t,f,180
25458946,*,125128991,Triso,30/3/2017,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12043,DE,Germany,52.47424,13.43412,f,Apartment,Entire home/apt,2,1,1,1,,1,5,0,,,,,,,,,,f,f,80
13772614,*,73915888,Meuth &ÃJrme,13/6/2016,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10999,DE,Germany,52.50354,13.42448,t,Apartment,Private room,2,1,1,1,,2,3,13,3/1/2018,21/5/2018,98,10,9,10,10,10,9,t,f,45
21613842,*,18136573,Komi    Umte,23/7/2014,within an hour,100%,t,Charlottenburg,Charlottenburg-Wilm.,Berlin,14059,DE,Germany,52.51845,13.29233,t,Apartment,Entire home/apt,4,1,1,2,,1,90,4,17/2/2018,23/6/2018,97,10,10,10,10,10,9,f,f,35
20744641,*,39485659,Marius,17/7/2015,within an hour,100%,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12055,DE,Germany,52.47443,13.44843,f,Apartment,Private room,2,1,1,1,,1,2,9,12/7/2018,20/8/2018,96,10,9,10,10,9,10,f,f,35
27385361,*,212578234,Chay,3/9/2018,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10243,DE,Germany,52.51503,13.44435,f,Apartment,Private room,1,1,1,1,,1,1,0,,,,,,,,,,f,f,40
29580224,*,3463766,Marc,19/8/2012,within a day,100%,f,Fennpfuhl,Lichtenberg,Berlin,10365,DE,Germany,52.55219,13.48368,f,Apartment,Entire home/apt,2,1,1,1,,1,2,6,7/11/2018,2/1/2019,87,10,9,10,10,7,9,t,f,50
1516892,*,1741115,Andreaa,29/3/2012,within a day,50%,f,Moabit,Mitte,Berlin,10553,DE,Germany,52.52794,13.32947,t,Apartment,Entire home/apt,3,1,2,2,0,3,3,90,12/2/2013,2/1/2019,92,10,9,9,9,9,9,f,f,75
6532446,*,7105870,Joanna,19/2/2016,within an hour,100%,t,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10247,DE,Germany,52.50881,13.47191,t,Apartment,Private room,3,1.5,1,2,,1,2,196,4/6/2015,6/5/2019,97,10,10,10,10,10,10,f,f,23
9877453,*,19483446,Sovan,7/11/2013,,,f,Mitte,Mitte,Berlin,10115,DE,Germany,52.53757,13.39494,t,Apartment,Entire home/apt,2,1,1,1,,1,3,0,,,,,,,,,,f,f,80
16545117,*,153870,Hei,8/2/2017,,,t,Prenzlauer Berg,Pankow,Berlin,10439,DE,Germany,52.55297,13.40565,t,Apartment,Entire home/apt,3,1,1,2,,1,1,3,19/7/2017,3/6/2018,100,10,10,10,10,10,10,f,f,50
15365406,*,10091201,Miha-,28/8/2013,within a few hours,90%,f,Prenzlauer Berg,Pankow,Berlin,10439,DE,Germany,52.54786,13.40675,t,Apartment,Entire home/apt,2,1,1,2,,2,1,6,31/7/2018,22/4/2019,100,10,10,10,10,10,10,f,f,60
10191410,*,55546109,Johanna,29/1/2016,,,f,Wilmersdorf,Charlottenburg-Wilm.,Berlin,10713,DE,Germany,52.48075,13.31869,t,Apartment,Entire home/apt,2,1,1,1,,1,2,2,12/6/2017,15/6/2017,100,10,8,10,10,9,10,f,f,70
363242,*,458934,Dve,19/3/2011,within an hour,100%,f,Prenzlauer Berg,Pankow,Berlin,10439,DE,Germany,52.55292,13.41762,t,Apartment,Entire home/apt,4,1,1,2,542,2,4,130,16/7/2012,11/3/2019,94,10,9,10,10,10,9,f,f,30
27594816,*,200848079,LÃ©we,19/8/2018,within a few hours,90%,f,Prenzlauer Berg,Pankow,Berlin,10435,DE,Germany,52.53978,13.41525,t,Apartment,Entire home/apt,5,1,3,3,,3,3,1,26/12/2018,11/12/2018,100,10,8,10,10,10,10,f,f,110
26187216,*,3614203,Peter,9/7/2012,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10999,DE,Germany,52.49652,13.43564,f,Apartment,Entire home/apt,2,1,1,1,,1,3,5,22/9/2017,14/2/2018,90,10,7,10,10,10,10,t,f,45
17482099,*,1318478,Joine,15/11/2011,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12043,DE,Germany,52.4846,13.43208,t,Apartment,Entire home/apt,4,1,2,2,,1,2,0,,,,,,,,,,f,f,110
27521417,*,13078289,Cenastiate,22/4/2014,within an hour,100%,f,Pankow,Pankow,Berlin,13086,DE,Germany,52.55325,13.42142,t,Apartment,Private room,2,1,1,1,,1,3,8,15/7/2018,19/2/2019,99,10,10,10,10,9,10,t,f,35
28322057,*,135647810,Adntcta,15/6/2017,within an hour,100%,t,Steglitz,Steglitz - Zehlendorf,Berlin,*,DE,Germany,52.46007,13.31532,t,Apartment,Private room,3,1,1,1,,1,1,30,29/11/2018,11/4/2019,100,10,10,10,10,10,10,f,f,40
24630965,*,6067965,Tanuela,4/6/2013,,,f,Britz,NeukÃ¶lln,Berlin,12347,DE,Germany,52.45971,13.43644,f,Apartment,Entire home/apt,2,1,1,2,,1,3,0,,,,,,,,,,f,f,80
7342422,*,13118876,Anak,28/1/2014,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12051,DE,Germany,52.47077,13.43533,t,Apartment,Private room,1,1,1,1,,2,1,1,13/11/2015,13/11/2015,,,,,,,,f,f,20
28251037,*,79951238,Fidiarto,16/6/2016,,,f,Pankow,Pankow,Berlin,13187,DE,Germany,52.57531,13.41652,t,Apartment,Private room,1,1,1,2,,1,*,6,25/9/2018,27/10/2018,,,,,,,,f,f,17
6087061,*,9574752,Chanlee,24/7/2013,within a few hours,90%,f,*,Pankow,Berlin,13125,DE,Germany,52.62065,13.48171,t,Guesthouse,Entire home/apt,2,1,0,1,,2,3,71,9/9/2015,29/4/2019,82,9,9,9,9,9,8,t,f,37
23371850,*,9582364,Alina,4/10/2016,within an hour,100%,f,Wilmersdorf,Charlottenburg-Wilm.,Berlin,10779,DE,Germany,52.49757,13.33937,t,Apartment,Entire home/apt,2,1,1,1,,1,12,3,28/2/2019,31/3/2019,100,10,10,10,10,10,10,t,f,55
12498525,*,31786973,Malcin,28/4/2015,within a few hours,100%,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12045,DE,Germany,52.48563,13.44823,t,Serviced apartment,Entire home/apt,2,1,1,1,,1,5,18,17/3/2016,26/12/2018,94,10,9,9,9,9,9,f,f,40
10418435,*,2557531,Fabtan,11/10/2012,within a day,100%,f,Mitte,Mitte,Berlin,,DE,Germany,52.53169,13.39595,f,Apartment,Entire home/apt,4,1,2,1,,1,5,12,8/11/2016,29/5/2017,100,10,8,10,10,10,9,f,f,70
6679931,*,7987176,Jare P.,16/7/2013,within an hour,100%,f,WeiÃensee,Pankow,Berlin,13088,DE,Germany,52.5545,13.46879,t,Apartment,Entire home/apt,6,1.5,2,4,,1,14,6,1/5/2015,15/4/2019,100,9,10,9,10,10,10,t,f,200
29671806,*,20581667,St&pile,20/9/2014,within a day,50%,f,Charlottenburg,Charlottenburg-Wilm.,Berlin,10629,DE,Germany,52.50316,13.31981,t,Apartment,Private room,1,1,1,1,,1,3,0,,,,,,,,,,t,f,35
27607744,*,210480249,Zvena,25/8/2018,within a day,*,f,Wedding,Mitte,Berlin,13359,DE,Germany,52.55629,13.39649,t,Apartment,Private room,1,1,1,1,,1,5,1,22/1/2019,5/5/2019,100,10,10,10,10,10,10,f,f,16
429940,*,4835281,Alinsbath,1/7/2012,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10967,DE,Germany,52.48984,13.4231,f,Apartment,Private room,1,1,1,1,,1,7,1,7/7/2013,30/11/2015,100,10,10,10,10,10,10,f,f,25
4725201,*,18687664,Alexander,7/7/2014,within an hour,100%,t,Wilmersdorf,Charlottenburg-Wilm.,Berlin,10717,DE,Germany,52.48819,13.3301,t,Apartment,Private room,3,1,1,2,,1,2,50,8/8/2014,24/12/2018,99,10,10,10,10,10,10,t,f,29
17884170,*,6263567,Julina,9/4/2013,,,f,Alt-Treptow,Treptow - KÃ¶penick,Berlin,12435,DE,Germany,52.49104,13.45692,f,Apartment,Entire home/apt,2,1,1,1,,1,15,0,,,,,,,,,,f,f,28
33509749,*,137692834,JohaVMas,8/6/2017,within an hour,100%,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12059,DE,Germany,52.47754,13.45199,t,Apartment,Private room,2,1,1,1,,1,1,2,9/3/2019,1/5/2019,90,10,9,10,9,9,9,f,f,49
5516036,*,37714270,,,,,,NeukÃ¶lln,NeukÃ¶lln,Berlin,12051,DE,Germany,52.46522,13.44084,f,Bed and breakfast,Private room,1,1,1,1,,1,1,2,3/8/2015,5/9/2015,80,10,6,10,10,6,8,f,f,25
9353774,*,29761674,Heheara,10/3/2015,within a day,67%,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10245,DE,Germany,52.5118,13.46363,f,Apartment,Private room,2,1,1,1,,1,2,34,24/5/2016,6/3/2019,99,10,10,10,10,10,10,f,f,38
